record_id,age_group,postcode_group,income_range,occupation_group
1476,30-39,21**,80k-90k,Technology
1477,30-39,21**,80k-90k,Medical
1478,40-49,20**,80k-90k,Finance
1479,40-49,20**,70k-80k,Finance
1480,40-49,21**,80k-90k,Finance
1481,30-39,20**,100k-110k,Management
1482,30-39,20**,80k-90k,Technology
1483,30-39,22**,100k-110k,Technology
1484,50-59,20**,100k-110k,Business
1485,30-39,20**,70k-80k,Education
1486,20-29,20**,80k-90k,Management
1487,20-29,20**,60k-70k,Finance
1488,60-65,22**,90k-100k,Business
1489,30-39,20**,80k-90k,Technology
1490,40-49,20**,90k-100k,Finance
1491,30-39,21**,80k-90k,Business
1492,60-65,20**,90k-100k,Technology
1493,20-29,20**,70k-80k,Technology
1494,20-29,21**,80k-90k,Management
1495,30-39,21**,60k-70k,Finance
1496,20-29,21**,70k-80k,Finance
1497,30-39,20**,80k-90k,Technology
1498,60-65,21**,130k-140k,Technology
1499,40-49,22**,100k-110k,Medical
1500,30-39,22**,90k-100k,Technology
1501,60-65,21**,130k-140k,Management
1502,30-39,22**,70k-80k,Business
1503,30-39,20**,70k-80k,Education
1504,20-29,22**,70k-80k,Finance
1505,30-39,20**,80k-90k,Technology
1506,50-59,21**,120k-130k,Technology
1507,18-19,21**,70k-80k,Technology
1508,60-65,20**,100k-110k,Business
1509,20-29,20**,70k-80k,Finance
1510,20-29,20**,50k-60k,Business
1511,20-29,22**,60k-70k,Education
1512,60-65,20**,130k-140k,Management
1513,40-49,20**,100k-110k,Finance
1514,50-59,21**,100k-110k,Education
1515,18-19,21**,70k-80k,Medical
1516,30-39,21**,80k-90k,Technology
1517,50-59,21**,110k-120k,Finance
1518,30-39,20**,70k-80k,Business
1519,40-49,22**,90k-100k,Education
1520,30-39,21**,70k-80k,Business
1521,20-29,20**,80k-90k,Management
1522,30-39,21**,80k-90k,Finance
1523,40-49,22**,90k-100k,Technology
1524,40-49,20**,110k-120k,Technology
1525,50-59,20**,90k-100k,Finance
1526,60-65,21**,120k-130k,Management
1527,50-59,21**,90k-100k,Business
1528,50-59,20**,110k-120k,Finance
1529,50-59,20**,100k-110k,Education
1530,50-59,20**,110k-120k,Technology
1531,20-29,20**,60k-70k,Technology
1532,40-49,20**,80k-90k,Finance
1533,50-59,22**,110k-120k,Medical
1534,50-59,22**,100k-110k,Business
1535,30-39,21**,70k-80k,Technology
1536,50-59,20**,120k-130k,Technology
1537,50-59,20**,100k-110k,Business
1538,50-59,21**,110k-120k,Technology
1539,60-65,21**,110k-120k,Medical
1540,50-59,21**,100k-110k,Finance
1541,60-65,20**,130k-140k,Technology
1542,30-39,20**,80k-90k,Management
1543,60-65,21**,110k-120k,Finance
1544,30-39,21**,70k-80k,Finance
1545,50-59,21**,130k-140k,Technology
1546,40-49,22**,110k-120k,Technology
1547,40-49,22**,80k-90k,Business
1548,20-29,20**,90k-100k,Technology
1549,40-49,20**,100k-110k,Management
1550,50-59,21**,90k-100k,Business
1551,30-39,20**,100k-110k,Management
1552,40-49,22**,90k-100k,Medical
1553,50-59,21**,100k-110k,Finance
1554,30-39,21**,80k-90k,Medical
1555,40-49,21**,80k-90k,Business
1556,18-19,20**,70k-80k,Technology
1557,18-19,20**,80k-90k,Management
1558,18-19,20**,60k-70k,Finance
1559,30-39,22**,80k-90k,Technology
1560,50-59,21**,130k-140k,Management
1561,50-59,20**,120k-130k,Technology
1562,40-49,20**,90k-100k,Education
1563,30-39,21**,80k-90k,Education
1564,30-39,20**,70k-80k,Finance
1565,50-59,21**,100k-110k,Medical
1566,60-65,22**,130k-140k,Technology
1567,40-49,21**,130k-140k,Technology
1568,20-29,22**,60k-70k,Business
1569,20-29,21**,50k-60k,Business
1570,20-29,21**,70k-80k,Education
1571,40-49,20**,120k-130k,Technology
1572,18-19,20**,70k-80k,Medical
1573,50-59,20**,100k-110k,Technology
1574,50-59,20**,130k-140k,Technology
1575,60-65,20**,90k-100k,Finance
1576,60-65,21**,120k-130k,Medical
1577,50-59,20**,120k-130k,Management
1578,40-49,21**,90k-100k,Finance
1579,20-29,20**,70k-80k,Education
1580,50-59,21**,100k-110k,Technology
1581,30-39,21**,100k-110k,Technology
1582,40-49,20**,120k-130k,Technology
1583,50-59,21**,100k-110k,Finance
1584,50-59,20**,110k-120k,Business
1585,50-59,20**,120k-130k,Management
1586,20-29,21**,70k-80k,Finance
1587,60-65,20**,90k-100k,Business
1588,60-65,21**,110k-120k,Medical
1589,40-49,20**,80k-90k,Finance
1590,50-59,20**,90k-100k,Technology
1591,40-49,21**,70k-80k,Business
1592,40-49,20**,80k-90k,Technology
1593,60-65,20**,100k-110k,Education
1594,20-29,20**,60k-70k,Technology
1595,30-39,20**,70k-80k,Technology
1596,30-39,21**,70k-80k,Business
1597,30-39,22**,80k-90k,Finance
1598,30-39,21**,80k-90k,Finance
1599,30-39,21**,90k-100k,Management
1600,60-65,21**,110k-120k,Technology
1601,60-65,20**,130k-140k,Management
1602,20-29,20**,70k-80k,Technology
1603,60-65,20**,90k-100k,Business
1604,40-49,20**,90k-100k,Technology
1605,60-65,22**,110k-120k,Finance
1606,20-29,20**,70k-80k,Technology
1607,30-39,21**,70k-80k,Medical
1608,30-39,21**,80k-90k,Business
1609,20-29,20**,90k-100k,Technology
1610,40-49,22**,100k-110k,Management
1611,20-29,21**,60k-70k,Finance
1612,30-39,21**,70k-80k,Business
1613,18-19,22**,60k-70k,Education
1614,40-49,20**,90k-100k,Finance
1615,30-39,22**,70k-80k,Technology
1616,40-49,21**,80k-90k,Technology
1617,30-39,20**,100k-110k,Technology
1618,60-65,20**,140k-150k,Technology
1619,50-59,22**,90k-100k,Business
1620,40-49,21**,80k-90k,Finance
1621,40-49,21**,90k-100k,Finance
1622,40-49,20**,110k-120k,Management
1623,50-59,21**,140k-150k,Technology
1624,60-65,20**,100k-110k,Finance
1625,60-65,20**,140k-150k,Management
1626,20-29,20**,60k-70k,Business
1627,20-29,21**,80k-90k,Management
1628,20-29,20**,60k-70k,Education
1629,30-39,21**,90k-100k,Medical
1630,40-49,20**,90k-100k,Finance
1631,20-29,20**,80k-90k,Technology
1632,50-59,20**,110k-120k,Business
1633,50-59,20**,100k-110k,Business
1634,30-39,22**,60k-70k,Finance
1635,40-49,22**,110k-120k,Technology
1636,20-29,21**,90k-100k,Management
1637,60-65,20**,110k-120k,Education
1638,40-49,20**,80k-90k,Business
1639,30-39,20**,70k-80k,Finance
1640,18-19,21**,60k-70k,Finance
1641,60-65,20**,100k-110k,Finance
1642,20-29,21**,70k-80k,Business
1643,60-65,21**,100k-110k,Education
1644,40-49,20**,100k-110k,Medical
1645,60-65,22**,120k-130k,Medical
1646,40-49,22**,90k-100k,Business
1647,50-59,21**,110k-120k,Management
1648,50-59,21**,120k-130k,Technology
1649,20-29,21**,60k-70k,Finance
1650,40-49,21**,90k-100k,Technology
1651,50-59,20**,90k-100k,Technology
1652,40-49,20**,90k-100k,Medical
1653,40-49,21**,110k-120k,Technology
1654,50-59,22**,100k-110k,Technology
1655,20-29,22**,70k-80k,Business
1656,20-29,20**,80k-90k,Management
1657,50-59,20**,130k-140k,Management
1658,40-49,21**,80k-90k,Education
1659,20-29,21**,60k-70k,Business
1660,40-49,20**,110k-120k,Technology
1661,60-65,22**,130k-140k,Technology
1662,20-29,22**,80k-90k,Technology
1663,50-59,20**,110k-120k,Education
1664,60-65,22**,120k-130k,Medical
1665,50-59,21**,140k-150k,Technology
1666,40-49,20**,80k-90k,Technology
1667,50-59,20**,120k-130k,Technology
1668,20-29,21**,70k-80k,Technology
1669,30-39,20**,70k-80k,Business
1670,20-29,20**,80k-90k,Technology
1671,50-59,20**,110k-120k,Finance
1672,40-49,21**,80k-90k,Business
1673,50-59,20**,90k-100k,Business
1674,50-59,21**,100k-110k,Business
1675,40-49,21**,120k-130k,Technology
1676,18-19,21**,60k-70k,Finance
1677,50-59,20**,120k-130k,Management
1678,20-29,20**,90k-100k,Technology
1679,20-29,20**,90k-100k,Technology
1680,50-59,20**,100k-110k,Finance
1681,20-29,21**,70k-80k,Technology
1682,20-29,21**,80k-90k,Finance
1683,50-59,20**,130k-140k,Management
1684,60-65,21**,100k-110k,Business
1685,20-29,20**,70k-80k,Finance
1686,40-49,21**,110k-120k,Technology
1687,20-29,21**,60k-70k,Finance
1688,20-29,20**,80k-90k,Finance
1689,40-49,20**,110k-120k,Management
1690,50-59,20**,110k-120k,Technology
1691,60-65,20**,140k-150k,Management
1692,60-65,22**,100k-110k,Business
1693,40-49,20**,80k-90k,Business
1694,50-59,21**,90k-100k,Business
1695,20-29,21**,70k-80k,Business
1696,50-59,21**,90k-100k,Business
1697,50-59,22**,100k-110k,Finance
1698,30-39,20**,60k-70k,Technology
1699,40-49,22**,110k-120k,Technology
1700,50-59,21**,100k-110k,Medical
1701,30-39,21**,80k-90k,Education
1702,18-19,22**,60k-70k,Finance
1703,30-39,20**,90k-100k,Technology
1704,50-59,20**,110k-120k,Management
1705,20-29,20**,70k-80k,Education
1706,60-65,21**,90k-100k,Business
1707,20-29,20**,70k-80k,Finance
1708,60-65,21**,90k-100k,Business
1709,50-59,21**,130k-140k,Technology
1710,50-59,21**,100k-110k,Business
1711,40-49,22**,90k-100k,Medical
1712,50-59,21**,100k-110k,Finance
1713,50-59,20**,120k-130k,Management
1714,50-59,21**,90k-100k,Education
1715,20-29,20**,70k-80k,Finance
1716,40-49,20**,110k-120k,Management
1717,50-59,20**,110k-120k,Medical
1718,20-29,22**,70k-80k,Finance
1719,60-65,20**,110k-120k,Technology
1720,20-29,20**,60k-70k,Business
1721,40-49,20**,100k-110k,Finance
1722,30-39,20**,100k-110k,Technology
1723,20-29,20**,60k-70k,Finance
1724,50-59,21**,100k-110k,Technology
1725,20-29,20**,70k-80k,Finance
1726,60-65,20**,130k-140k,Management
1727,20-29,21**,80k-90k,Technology
1728,30-39,21**,80k-90k,Technology
1729,60-65,20**,120k-130k,Management
1730,30-39,22**,90k-100k,Technology
1731,20-29,21**,60k-70k,Education
1732,20-29,22**,80k-90k,Management
1733,18-19,20**,50k-60k,Business
1734,30-39,20**,80k-90k,Finance
1735,30-39,20**,100k-110k,Management
1736,60-65,20**,120k-130k,Technology
1737,20-29,20**,60k-70k,Finance
1738,50-59,21**,120k-130k,Management
1739,30-39,21**,100k-110k,Management
1740,30-39,20**,80k-90k,Finance
1741,50-59,20**,90k-100k,Finance
1742,30-39,20**,80k-90k,Business
1743,40-49,20**,80k-90k,Technology
1744,40-49,20**,90k-100k,Technology
1745,20-29,21**,80k-90k,Technology
1746,20-29,21**,70k-80k,Business
1747,50-59,20**,100k-110k,Education
1748,30-39,20**,100k-110k,Management
1749,50-59,20**,130k-140k,Technology
1750,20-29,20**,70k-80k,Business
1751,40-49,20**,80k-90k,Finance
1752,50-59,21**,110k-120k,Finance
1753,20-29,20**,80k-90k,Education
1754,40-49,20**,100k-110k,Technology
1755,20-29,21**,70k-80k,Education
1756,20-29,21**,80k-90k,Finance
1757,50-59,21**,120k-130k,Technology
1758,40-49,20**,110k-120k,Technology
1759,50-59,20**,130k-140k,Technology
1760,40-49,21**,100k-110k,Medical
1761,30-39,20**,80k-90k,Business
1762,20-29,21**,60k-70k,Business
1763,30-39,22**,90k-100k,Finance
1764,40-49,21**,90k-100k,Medical
1765,50-59,20**,80k-90k,Finance
1766,60-65,21**,100k-110k,Business
1767,50-59,21**,90k-100k,Business
1768,50-59,21**,110k-120k,Technology
1769,30-39,20**,90k-100k,Medical
1770,20-29,21**,60k-70k,Business
1771,40-49,20**,90k-100k,Technology
1772,20-29,22**,50k-60k,Business
1773,20-29,21**,90k-100k,Technology
1774,30-39,21**,90k-100k,Medical
1775,40-49,20**,90k-100k,Finance
1776,30-39,22**,70k-80k,Business
1777,40-49,20**,100k-110k,Education
1778,18-19,21**,50k-60k,Business
1779,20-29,20**,70k-80k,Finance
1780,50-59,20**,100k-110k,Technology
1781,40-49,20**,90k-100k,Technology
1782,30-39,22**,90k-100k,Medical
1783,40-49,22**,90k-100k,Education
1784,40-49,21**,100k-110k,Medical
1785,30-39,21**,90k-100k,Technology
1786,30-39,21**,90k-100k,Management
1787,40-49,20**,110k-120k,Technology
1788,20-29,20**,60k-70k,Technology
1789,20-29,22**,70k-80k,Business
1790,20-29,20**,80k-90k,Technology
1791,40-49,21**,80k-90k,Business
1792,40-49,21**,120k-130k,Management
1793,40-49,21**,90k-100k,Medical
1794,20-29,21**,70k-80k,Medical
1795,50-59,22**,90k-100k,Business
1796,60-65,20**,140k-150k,Management
1797,50-59,21**,80k-90k,Business
1798,20-29,21**,50k-60k,Business
1799,20-29,21**,50k-60k,Business
1800,20-29,20**,90k-100k,Management
1801,50-59,21**,130k-140k,Technology
1802,20-29,21**,60k-70k,Finance
1803,60-65,21**,130k-140k,Management
1804,50-59,20**,100k-110k,Technology
1805,18-19,21**,60k-70k,Business
1806,40-49,22**,90k-100k,Business
1807,40-49,20**,90k-100k,Education
1808,20-29,22**,80k-90k,Technology
1809,60-65,22**,120k-130k,Finance
1810,30-39,22**,80k-90k,Technology
1811,50-59,21**,120k-130k,Technology
1812,60-65,22**,100k-110k,Finance
1813,30-39,20**,70k-80k,Business
1814,50-59,20**,110k-120k,Technology
1815,20-29,20**,60k-70k,Business
1816,30-39,22**,70k-80k,Technology
1817,50-59,21**,120k-130k,Technology
1818,60-65,21**,100k-110k,Business
1819,30-39,21**,70k-80k,Finance
1820,50-59,20**,80k-90k,Technology
1821,20-29,20**,70k-80k,Business
1822,40-49,20**,100k-110k,Medical
1823,60-65,20**,140k-150k,Technology
1824,60-65,20**,110k-120k,Education
1825,20-29,20**,70k-80k,Technology
1826,40-49,20**,90k-100k,Business
1827,60-65,20**,140k-150k,Management
1828,60-65,21**,110k-120k,Medical
1829,20-29,21**,80k-90k,Management
1830,30-39,21**,70k-80k,Business
1831,50-59,20**,100k-110k,Technology
1832,50-59,21**,100k-110k,Education
1833,30-39,20**,80k-90k,Finance
1834,30-39,21**,70k-80k,Business
1835,60-65,22**,110k-120k,Finance
1836,30-39,20**,90k-100k,Management
1837,30-39,20**,90k-100k,Management
1838,20-29,21**,60k-70k,Technology
1839,50-59,22**,120k-130k,Technology
1840,40-49,22**,80k-90k,Finance
1841,30-39,20**,60k-70k,Finance
1842,50-59,20**,130k-140k,Technology
1843,60-65,21**,90k-100k,Finance
1844,60-65,20**,140k-150k,Technology
1845,20-29,22**,80k-90k,Medical
1846,20-29,22**,80k-90k,Technology
1847,30-39,21**,70k-80k,Finance
1848,50-59,20**,100k-110k,Business
1849,60-65,20**,100k-110k,Education
1850,20-29,20**,70k-80k,Finance
1851,40-49,20**,80k-90k,Education
1852,30-39,21**,90k-100k,Technology
1853,40-49,21**,90k-100k,Finance
1854,20-29,20**,60k-70k,Business
1855,50-59,20**,90k-100k,Medical
1856,40-49,20**,80k-90k,Finance
1857,20-29,21**,70k-80k,Technology
1858,40-49,21**,80k-90k,Technology
1859,50-59,20**,100k-110k,Technology
1860,30-39,22**,100k-110k,Technology
1861,40-49,20**,90k-100k,Business
1862,60-65,21**,110k-120k,Business
1863,40-49,21**,100k-110k,Technology
1864,18-19,22**,70k-80k,Medical
1865,20-29,21**,60k-70k,Business
1866,30-39,21**,80k-90k,Finance
1867,50-59,21**,130k-140k,Technology
1868,30-39,21**,100k-110k,Technology
1869,50-59,20**,110k-120k,Finance
1870,20-29,22**,70k-80k,Medical
1871,30-39,20**,90k-100k,Medical
1872,40-49,22**,120k-130k,Technology
1873,60-65,20**,100k-110k,Finance
1874,30-39,22**,80k-90k,Technology
1875,30-39,21**,60k-70k,Business
1876,50-59,21**,110k-120k,Finance
1877,40-49,20**,90k-100k,Technology
1878,20-29,22**,60k-70k,Education
1879,40-49,20**,110k-120k,Technology
1880,40-49,20**,120k-130k,Management
1881,30-39,20**,80k-90k,Technology
1882,40-49,21**,80k-90k,Technology
1883,30-39,20**,90k-100k,Technology
1884,50-59,20**,90k-100k,Technology
1885,40-49,20**,90k-100k,Business
1886,20-29,20**,80k-90k,Technology
1887,50-59,20**,90k-100k,Business
1888,30-39,20**,80k-90k,Medical
1889,30-39,22**,110k-120k,Technology
1890,50-59,20**,120k-130k,Technology
1891,20-29,20**,50k-60k,Business
1892,20-29,20**,70k-80k,Technology
1893,40-49,22**,110k-120k,Technology
1894,50-59,21**,120k-130k,Technology
1895,50-59,20**,90k-100k,Technology
1896,50-59,21**,90k-100k,Business
1897,18-19,20**,60k-70k,Business
1898,18-19,20**,80k-90k,Technology
1899,30-39,22**,90k-100k,Medical
1900,60-65,20**,130k-140k,Technology
1901,50-59,21**,110k-120k,Finance
1902,40-49,20**,70k-80k,Finance
1903,50-59,22**,130k-140k,Technology
1904,50-59,22**,120k-130k,Technology
1905,40-49,20**,100k-110k,Medical
1906,30-39,20**,80k-90k,Finance
1907,20-29,21**,60k-70k,Business
1908,50-59,21**,90k-100k,Finance
1909,30-39,20**,70k-80k,Technology
1910,20-29,21**,60k-70k,Business
1911,20-29,20**,70k-80k,Technology
1912,30-39,21**,70k-80k,Finance
1913,30-39,21**,70k-80k,Business
1914,20-29,21**,60k-70k,Technology
1915,20-29,21**,80k-90k,Technology
1916,20-29,20**,80k-90k,Technology
1917,50-59,20**,100k-110k,Business
1918,30-39,20**,70k-80k,Education
1919,30-39,20**,70k-80k,Finance
1920,60-65,20**,120k-130k,Medical
1921,30-39,21**,100k-110k,Technology
1922,40-49,21**,80k-90k,Technology
1923,30-39,21**,60k-70k,Business
1924,40-49,20**,90k-100k,Education
1925,60-65,22**,110k-120k,Finance
1926,30-39,20**,70k-80k,Finance
1927,20-29,20**,50k-60k,Business
1928,20-29,21**,90k-100k,Technology
1929,40-49,20**,110k-120k,Technology
1930,30-39,20**,70k-80k,Business
1931,50-59,20**,110k-120k,Management
1932,40-49,21**,110k-120k,Management
1933,50-59,21**,90k-100k,Business
1934,18-19,22**,70k-80k,Medical
1935,30-39,21**,80k-90k,Education
1936,30-39,20**,80k-90k,Business
1937,18-19,20**,70k-80k,Medical
1938,40-49,20**,120k-130k,Management
1939,50-59,21**,90k-100k,Medical
1940,40-49,20**,80k-90k,Business
1941,50-59,22**,100k-110k,Technology
1942,30-39,21**,90k-100k,Technology
1943,30-39,20**,100k-110k,Technology
1944,60-65,20**,110k-120k,Finance
1945,50-59,20**,100k-110k,Business
1946,40-49,22**,120k-130k,Technology
1947,20-29,22**,80k-90k,Education
1948,60-65,22**,100k-110k,Technology
1949,40-49,21**,80k-90k,Education
1950,30-39,20**,90k-100k,Medical
1951,50-59,22**,90k-100k,Finance
1952,50-59,22**,90k-100k,Education
1953,50-59,20**,90k-100k,Education
1954,40-49,21**,80k-90k,Education
1955,40-49,20**,90k-100k,Education
1956,60-65,21**,130k-140k,Technology
1957,20-29,20**,80k-90k,Education
1958,20-29,22**,70k-80k,Business
1959,60-65,22**,100k-110k,Finance
1960,30-39,20**,90k-100k,Education
1961,60-65,20**,100k-110k,Medical
1962,20-29,21**,70k-80k,Education
1963,40-49,21**,110k-120k,Management
1964,40-49,22**,120k-130k,Management
1965,30-39,21**,80k-90k,Business
1966,60-65,20**,130k-140k,Technology
1967,20-29,21**,70k-80k,Technology
1968,30-39,20**,90k-100k,Technology
1969,30-39,22**,90k-100k,Technology
1970,40-49,20**,120k-130k,Technology
1971,50-59,20**,100k-110k,Technology
1972,60-65,20**,140k-150k,Management
1973,40-49,21**,80k-90k,Medical
1974,30-39,20**,60k-70k,Finance
1975,30-39,22**,90k-100k,Management
1976,40-49,20**,80k-90k,Business
1977,40-49,22**,90k-100k,Business
1978,50-59,21**,90k-100k,Business
1979,50-59,20**,120k-130k,Technology
1980,30-39,21**,70k-80k,Finance
1981,30-39,20**,80k-90k,Technology
1982,30-39,20**,70k-80k,Business
1983,60-65,20**,130k-140k,Management
1984,20-29,20**,90k-100k,Technology
1985,20-29,20**,80k-90k,Technology
1986,20-29,20**,70k-80k,Business
1987,20-29,21**,60k-70k,Finance
1988,60-65,21**,100k-110k,Education
1989,40-49,21**,70k-80k,Business
1990,50-59,20**,90k-100k,Finance
1991,40-49,20**,90k-100k,Business
1992,30-39,20**,110k-120k,Technology
1993,50-59,22**,90k-100k,Education
1994,40-49,21**,90k-100k,Finance
1995,50-59,20**,90k-100k,Business
1996,60-65,20**,100k-110k,Business
1997,60-65,20**,130k-140k,Management
1998,18-19,21**,70k-80k,Medical
1999,40-49,20**,90k-100k,Education
2000,20-29,22**,50k-60k,Business
2001,50-59,20**,120k-130k,Management
2002,30-39,20**,80k-90k,Technology
2003,40-49,21**,110k-120k,Technology
2004,30-39,20**,80k-90k,Business
2005,50-59,20**,130k-140k,Management
2006,40-49,22**,110k-120k,Technology
2007,40-49,21**,80k-90k,Medical
2008,30-39,21**,80k-90k,Education
2009,40-49,20**,110k-120k,Management
2010,60-65,22**,110k-120k,Business
2011,40-49,20**,100k-110k,Finance
2012,60-65,20**,120k-130k,Medical
2013,50-59,20**,120k-130k,Technology
2014,30-39,21**,80k-90k,Business
2015,20-29,21**,50k-60k,Business
2016,18-19,22**,70k-80k,Medical
2017,40-49,21**,120k-130k,Technology
2018,60-65,20**,100k-110k,Business
2019,20-29,20**,80k-90k,Medical
2020,40-49,20**,100k-110k,Technology
2021,30-39,21**,80k-90k,Business
2022,30-39,20**,70k-80k,Technology
2023,30-39,22**,80k-90k,Finance
2024,20-29,21**,60k-70k,Finance
2025,40-49,20**,80k-90k,Finance
2026,30-39,20**,80k-90k,Business
2027,60-65,21**,110k-120k,Education
2028,50-59,20**,110k-120k,Medical
2029,60-65,21**,140k-150k,Technology
2030,60-65,20**,100k-110k,Business
2031,20-29,20**,60k-70k,Business
2032,30-39,22**,70k-80k,Business
2033,40-49,20**,100k-110k,Technology
2034,40-49,22**,90k-100k,Medical
2035,20-29,20**,70k-80k,Finance
2036,50-59,21**,120k-130k,Technology
2037,50-59,20**,140k-150k,Technology
2038,20-29,20**,90k-100k,Management
2039,60-65,20**,110k-120k,Finance
2040,20-29,21**,80k-90k,Management
2041,20-29,20**,80k-90k,Technology
2042,30-39,21**,80k-90k,Education
2043,30-39,20**,100k-110k,Technology
2044,20-29,20**,80k-90k,Management
2045,50-59,22**,100k-110k,Business
2046,50-59,22**,110k-120k,Management
2047,40-49,20**,80k-90k,Business
2048,20-29,21**,70k-80k,Technology
2049,30-39,20**,80k-90k,Education
2050,50-59,20**,120k-130k,Management
2051,60-65,20**,110k-120k,Finance
2052,30-39,22**,90k-100k,Technology
2053,60-65,20**,100k-110k,Finance
2054,30-39,20**,100k-110k,Technology
2055,60-65,20**,120k-130k,Technology
2056,40-49,20**,90k-100k,Medical
2057,20-29,22**,70k-80k,Technology
2058,50-59,21**,90k-100k,Technology
2059,30-39,20**,80k-90k,Technology
2060,60-65,20**,90k-100k,Technology
2061,50-59,21**,90k-100k,Finance
2062,20-29,20**,60k-70k,Education
2063,20-29,21**,70k-80k,Finance
2064,40-49,21**,100k-110k,Technology
2065,50-59,20**,80k-90k,Business
2066,50-59,21**,90k-100k,Technology
2067,60-65,20**,100k-110k,Finance
2068,50-59,22**,90k-100k,Technology
2069,30-39,22**,100k-110k,Management
2070,40-49,20**,80k-90k,Business
2071,60-65,20**,130k-140k,Technology
2072,40-49,20**,100k-110k,Medical
2073,30-39,20**,80k-90k,Medical
2074,20-29,20**,70k-80k,Business
2075,20-29,21**,60k-70k,Business
2076,50-59,20**,90k-100k,Technology
2077,40-49,21**,110k-120k,Technology
2078,40-49,22**,80k-90k,Business
2079,60-65,20**,110k-120k,Business
2080,40-49,21**,90k-100k,Finance
2081,20-29,22**,60k-70k,Business
2082,20-29,22**,80k-90k,Technology
2083,60-65,21**,130k-140k,Technology
2084,50-59,20**,110k-120k,Technology
2085,40-49,22**,100k-110k,Medical
2086,20-29,20**,90k-100k,Technology
2087,30-39,20**,80k-90k,Education
2088,40-49,20**,110k-120k,Technology
2089,60-65,20**,110k-120k,Business
2090,50-59,22**,110k-120k,Finance
2091,40-49,22**,90k-100k,Business
2092,40-49,21**,80k-90k,Business
2093,20-29,20**,60k-70k,Business
2094,30-39,21**,70k-80k,Business
2095,50-59,20**,120k-130k,Technology
2096,60-65,20**,110k-120k,Technology
2097,60-65,20**,100k-110k,Technology
2098,50-59,20**,100k-110k,Education
2099,50-59,20**,90k-100k,Business
2100,60-65,21**,130k-140k,Management
2101,30-39,22**,80k-90k,Finance
2102,40-49,20**,120k-130k,Management
2103,30-39,21**,90k-100k,Management
2104,20-29,20**,70k-80k,Medical
2105,40-49,21**,90k-100k,Education
2106,40-49,20**,80k-90k,Technology
2107,50-59,22**,100k-110k,Finance
2108,40-49,20**,100k-110k,Medical
2109,60-65,21**,110k-120k,Medical
2110,50-59,22**,100k-110k,Business
2111,60-65,21**,140k-150k,Management
2112,40-49,20**,120k-130k,Management
2113,20-29,20**,70k-80k,Medical
2114,50-59,21**,110k-120k,Medical
2115,30-39,20**,70k-80k,Education
2116,50-59,20**,100k-110k,Technology
2117,40-49,20**,80k-90k,Business
2118,40-49,21**,100k-110k,Technology
2119,40-49,21**,80k-90k,Medical
2120,60-65,20**,100k-110k,Finance
2121,50-59,21**,100k-110k,Finance
2122,60-65,20**,120k-130k,Technology
2123,30-39,20**,110k-120k,Technology
2124,30-39,21**,80k-90k,Technology
2125,50-59,21**,120k-130k,Management
2126,18-19,21**,60k-70k,Business
2127,30-39,21**,90k-100k,Medical
2128,30-39,20**,80k-90k,Business
2129,20-29,20**,70k-80k,Finance
2130,50-59,20**,90k-100k,Education
2131,40-49,20**,100k-110k,Medical
2132,50-59,21**,120k-130k,Technology
2133,30-39,20**,80k-90k,Finance
2134,50-59,20**,100k-110k,Medical
2135,60-65,20**,110k-120k,Business
2136,30-39,20**,90k-100k,Finance
2137,50-59,21**,90k-100k,Business
2138,40-49,22**,100k-110k,Technology
2139,50-59,21**,110k-120k,Finance
2140,30-39,21**,80k-90k,Finance
2141,30-39,21**,70k-80k,Business
2142,60-65,20**,120k-130k,Management
2143,50-59,20**,130k-140k,Management
2144,40-49,22**,90k-100k,Finance
2145,30-39,21**,100k-110k,Management
2146,50-59,21**,90k-100k,Technology
2147,40-49,20**,80k-90k,Business
2148,20-29,21**,70k-80k,Finance
2149,30-39,22**,90k-100k,Technology
2150,40-49,20**,90k-100k,Finance
2151,30-39,20**,70k-80k,Business
2152,30-39,20**,90k-100k,Technology
2153,18-19,20**,60k-70k,Finance
2154,40-49,21**,120k-130k,Management
2155,50-59,20**,90k-100k,Technology
2156,30-39,20**,100k-110k,Technology
2157,30-39,20**,90k-100k,Management
2158,60-65,20**,100k-110k,Business
2159,20-29,21**,70k-80k,Education
2160,20-29,21**,70k-80k,Medical
2161,40-49,20**,100k-110k,Technology
2162,50-59,20**,130k-140k,Management
2163,60-65,21**,100k-110k,Business
2164,40-49,20**,120k-130k,Technology
2165,20-29,20**,80k-90k,Education
2166,60-65,22**,110k-120k,Medical
2167,40-49,20**,80k-90k,Finance
2168,20-29,20**,70k-80k,Finance
2169,40-49,21**,80k-90k,Finance
2170,40-49,21**,110k-120k,Management
2171,30-39,21**,110k-120k,Management
2172,60-65,20**,100k-110k,Finance
2173,40-49,22**,80k-90k,Business
2174,30-39,22**,90k-100k,Technology
2175,20-29,22**,60k-70k,Technology
2176,30-39,21**,100k-110k,Management
2177,50-59,22**,100k-110k,Education
2178,50-59,21**,90k-100k,Finance
2179,18-19,20**,70k-80k,Medical
2180,20-29,20**,60k-70k,Finance
2181,20-29,22**,70k-80k,Business
2182,50-59,20**,110k-120k,Medical
2183,20-29,21**,60k-70k,Business
2184,30-39,20**,80k-90k,Medical
2185,60-65,21**,100k-110k,Finance
2186,40-49,21**,100k-110k,Medical
2187,60-65,21**,100k-110k,Education
2188,20-29,22**,80k-90k,Technology
